2003-2-15,200302,2003,2,15,6,7,1,5,3
2003-2-16,200302,2003,2,16,7,7,1,5,4
2003-2-17,200302,2003,2,17,1,8,1,5,4
2003-2-18,200302,2003,2,18,2,8,1,5,4
2003-2-19,200302,2003,2,19,3,8,1,5,4
2003-2-20,200302,2003,2,20,4,8,1,5,4
2003-2-21,200302,2003,2,21,5,8,1,6,4
2003-2-22,200302,2003,2,22,6,8,1,6,4
2003-2-23,200302,2003,2,23,7,8,1,6,4
2003-2-24,200302,2003,2,24,1,9,1,6,4
2003-2-25,200302,2003,2,25,2,9,1,6,4
2003-2-26,200302,2003,2,26,3,9,1,6,4
2003-2-27,200302,2003,2,27,4,9,1,6,4
2003-2-28,200302,2003,2,28,5,9,1,6,4
2003-3-1,200303,2003,3,1,6,9,1,7,5
2003-3-2,200303,2003,3,2,7,9,1,7,5
2003-3-3,200303,2003,3,3,1,10,1,7,5
2003-3-4,200303,2003,3,4,2,10,1,7,5
2003-3-5,200303,2003,3,5,3,10,1,7,5
2003-3-6,200303,2003,3,6,4,10,1,7,5
2003-3-7,200303,2003,3,7,5,10,1,7,5
2003-3-8,200303,2003,3,8,6,10,1,7,5
2003-3-9,200303,2003,3,9,7,10,1,7,5
2003-3-10,200303,2003,3,10,1,11,1,7,5
2003-3-11,200303,2003,3,11,2,11,1,8,5
2003-3-12,200303,2003,3,12,3,11,1,8,5
2003-3-13,200303,2003,3,13,4,11,1,8,5
2003-3-14,200303,2003,3,14,5,11,1,8,5
2003-3-15,200303,2003,3,15,6,11,1,8,5
2003-3-16,200303,2003,3,16,7,11,1,8,6
2003-3-17,200303,2003,3,17,1,12,1,8,6
2003-3-18,200303,2003,3,18,2,12,1,8,6
2003-3-19,200303,2003,3,19,3,12,1,8,6
2003-3-20,200303,2003,3,20,4,12,1,8,6
2003-3-21,200303,2003,3,21,5,12,1,9,6
2003-3-22,200303,2003,3,22,6,12,1,9,6
2003-3-23,200303,2003,3,23,7,12,1,9,6
2003-3-24,200303,2003,3,24,1,13,1,9,6
2003-3-25,200303,2003,3,25,2,13,1,9,6
2003-3-26,200303,2003,3,26,3,13,1,9,6
2003-3-27,200303,2003,3,27,4,13,1,9,6
2003-3-28,200303,2003,3,28,5,13,1,9,6
2003-3-29,200303,2003,3,29,6,13,1,9,6
2003-3-30,200303,2003,3,30,7,13,1,9,6
2003-3-31,200303,2003,3,31,1,14,1,9,6
2003-4-1,200304,2003,4,1,2,14,2,10,7
2003-4-2,200304,2003,4,2,3,14,2,10,7
2003-4-3,200304,2003,4,3,4,14,2,10,7
2003-4-4,200304,2003,4,4,5,14,2,10,7
2003-4-5,200304,2003,4,5,6,14,2,10,7
2003-4-6,200304,2003,4,6,7,14,2,10,7
2003-4-7,200304,2003,4,7,1,15,2,10,7
2003-4-8,200304,2003,4,8,2,15,2,10,7
2003-4-9,200304,2003,4,9,3,15,2,10,7
2003-4-10,200304,2003,4,10,4,15,2,10,7
2003-4-11,200304,2003,4,11,5,15,2,11,7
2003-4-12,200304,2003,4,12,6,15,2,11,7
2003-4-13,200304,2003,4,13,7,15,2,11,7
2003-4-14,200304,2003,4,14,1,16,2,11,7
2003-4-15,200304,2003,4,15,2,16,2,11,7
2003-4-16,200304,2003,4,16,3,16,2,11,8
2003-4-17,200304,2003,4,17,4,16,2,11,8
2003-4-18,200304,2003,4,18,5,16,2,11,8
2003-4-19,200304,2003,4,19,6,16,2,11,8
2003-4-20,200304,2003,4,20,7,16,2,11,8
2003-4-21,200304,2003,4,21,1,17,2,12,8
2003-4-22,200304,2003,4,22,2,17,2,12,8
2003-4-23,200304,2003,4,23,3,17,2,12,8
2003-4-24,200304,2003,4,24,4,17,2,12,8
2003-4-25,200304,2003,4,25,5,17,2,12,8
2003-4-26,200304,2003,4,26,6,17,2,12,8
2003-4-27,200304,2003,4,27,7,17,2,12,8
2003-4-28,200304,2003,4,28,1,18,2,12,8
2003-4-29,200304,2003,4,29,2,18,2,12,8
2003-4-30,200304,2003,4,30,3,18,2,12,8
2003-5-1,200305,2003,5,1,4,18,2,13,9
2003-5-2,200305,2003,5,2,5,18,2,13,9
2003-5-3,200305,2003,5,3,6,18,2,13,9
2003-5-4,200305,2003,5,4,7,18,2,13,9
2003-5-5,200305,2003,5,5,1,19,2,13,9
2003-5-6,200305,2003,5,6,2,19,2,13,9
2003-5-7,200305,2003,5,7,3,19,2,13,9
2003-5-8,200305,2003,5,8,4,19,2,13,9
2003-5-9,200305,2003,5,9,5,19,2,13,9
2003-5-10,200305,2003,5,10,6,19,2,13,9
2003-5-11,200305,2003,5,11,7,19,2,14,9
2003-5-12,200305,2003,5,12,1,20,2,14,9
2003-5-13,200305,2003,5,13,2,20,2,14,9
2003-5-14,200305,2003,5,14,3,20,2,14,9
2003-5-15,200305,2003,5,15,4,20,2,14,9
2003-5-16,200305,2003,5,16,5,20,2,14,10
2003-5-17,200305,2003,5,17,6,20,2,14,10
2003-5-18,200305,2003,5,18,7,20,2,14,10
2003-5-19,200305,2003,5,19,1,21,2,14,10
2003-5-20,200305,2003,5,20,2,21,2,14,10
2003-5-21,200305,2003,5,21,3,21,2,15,10
2003-5-22,200305,2003,5,22,4,21,2,15,10
2003-5-23,200305,2003,5,23,5,21,2,15,10
2003-5-24,200305,2003,5,24,6,21,2,15,10
2003-5-25,200305,2003,5,25,7,21,2,15,10
2003-5-26,200305,2003,5,26,1,22,2,15,10
2003-5-27,200305,2003,5,27,2,22,2,15,10
2003-5-28,200305,2003,5,28,3,22,2,15,10
2003-5-29,200305,2003,5,29,4,22,2,15,10
2003-5-30,200305,2003,5,30,5,22,2,15,10
2003-5-31,200305,2003,5,31,6,22,2,15,10
2003-6-1,200306,2003,6,1,7,22,2,16,11
2003-6-2,200306,2003,6,2,1,23,2,16,11
2003-6-3,200306,2003,6,3,2,23,2,16,11
2003-6-4,200306,2003,6,4,3,23,2,16,11
2003-6-5,200306,2003,6,5,4,23,2,16,11
2003-6-6,200306,2003,6,6,5,23,2,16,11
2003-6-7,200306,2003,6,7,6,23,2,16,11
2003-6-8,200306,2003,6,8,7,23,2,16,11
2003-6-9,200306,2003,6,9,1,24,2,16,11
2003-6-10,200306,2003,6,10,2,24,2,16,11
2003-6-11,200306,2003,6,11,3,24,2,17,11
2003-6-12,200306,2003,6,12,4,24,2,17,11
2003-6-13,200306,2003,6,13,5,24,2,17,11
2003-6-14,200306,2003,6,14,6,24,2,17,11
2003-6-15,200306,2003,6,15,7,24,2,17,11
2003-6-16,200306,2003,6,16,1,25,2,17,12
2003-6-17,200306,2003,6,17,2,25,2,17,12
2003-6-18,200306,2003,6,18,3,25,2,17,12
2003-6-19,200306,2003,6,19,4,25,2,17,12
2003-6-20,200306,2003,6,20,5,25,2,17,12
2003-6-21,200306,2003,6,21,6,25,2,18,12
2003-6-22,200306,2003,6,22,7,25,2,18,12
2003-6-23,200306,2003,6,23,1,26,2,18,12
2003-6-24,200306,2003,6,24,2,26,2,18,12
2003-6-25,200306,2003,6,25,3,26,2,18,12
2003-6-26,200306,2003,6,26,4,26,2,18,12
2003-6-27,200306,2003,6,27,5,26,2,18,12
2003-6-28,200306,2003,6,28,6,26,2,18,12
2003-6-29,200306,2003,6,29,7,26,2,18,12
2003-6-30,200306,2003,6,30,1,27,2,18,12
2003-7-1,200307,2003,7,1,2,27,3,19,13
2003-7-2,200307,2003,7,2,3,27,3,19,13
2003-7-3,200307,2003,7,3,4,27,3,19,13
2003-7-4,200307,2003,7,4,5,27,3,19,13
2003-7-5,200307,2003,7,5,6,27,3,19,13
2003-7-6,200307,2003,7,6,7,27,3,19,13
2003-7-7,200307,2003,7,7,1,28,3,19,13
2003-7-8,200307,2003,7,8,2,28,3,19,13
2003-7-9,200307,2003,7,9,3,28,3,19,13
2003-7-10,200307,2003,7,10,4,28,3,19,13
2003-7-11,200307,2003,7,11,5,28,3,20,13
2003-7-12,200307,2003,7,12,6,28,3,20,13
2003-7-13,200307,2003,7,13,7,28,3,20,13
2003-7-14,200307,2003,7,14,1,29,3,20,13
2003-7-15,200307,2003,7,15,2,29,3,20,13
2003-7-16,200307,2003,7,16,3,29,3,20,14
2003-7-17,200307,2003,7,17,4,29,3,20,14
2003-7-18,200307,2003,7,18,5,29,3,20,14
2003-7-19,200307,2003,7,19,6,29,3,20,14
2003-7-20,200307,2003,7,20,7,29,3,20,14
2003-7-21,200307,2003,7,21,1,30,3,21,14
2003-7-22,200307,2003,7,22,2,30,3,21,14
2003-7-23,200307,2003,7,23,3,30,3,21,14
2003-7-24,200307,2003,7,24,4,30,3,21,14
2003-7-25,200307,2003,7,25,5,30,3,21,14
2003-7-26,200307,2003,7,26,6,30,3,21,14
2003-7-27,200307,2003,7,27,7,30,3,21,14
2003-7-28,200307,2003,7,28,1,31,3,21,14
2003-7-29,200307,2003,7,29,2,31,3,21,14
2003-7-30,200307,2003,7,30,3,31,3,21,14
2003-7-31,200307,2003,7,31,4,31,3,21,14
2003-8-1,200308,2003,8,1,5,31,3,22,15
2003-8-2,200308,2003,8,2,6,31,3,22,15
2003-8-3,200308,2003,8,3,7,31,3,22,15
2003-8-4,200308,2003,8,4,1,32,3,22,15
2003-8-5,200308,2003,8,5,2,32,3,22,15
2003-8-6,200308,2003,8,6,3,32,3,22,15
2003-8-7,200308,2003,8,7,4,32,3,22,15
2003-8-8,200308,2003,8,8,5,32,3,22,15
2003-8-9,200308,2003,8,9,6,32,3,22,15
2003-8-10,200308,2003,8,10,7,32,3,22,15
2003-8-11,200308,2003,8,11,1,33,3,23,15
2003-8-12,200308,2003,8,12,2,33,3,23,15
2003-8-13,200308,2003,8,13,3,33,3,23,15
2003-8-14,200308,2003,8,14,4,33,3,23,15
2003-8-15,200308,2003,8,15,5,33,3,23,15
2003-8-16,200308,2003,8,16,6,33,3,23,16
2003-8-17,200308,2003,8,17,7,33,3,23,16
2003-8-18,200308,2003,8,18,1,34,3,23,16
2003-8-19,200308,2003,8,19,2,34,3,23,16
2003-8-20,200308,2003,8,20,3,34,3,23,16
2003-8-21,200308,2003,8,21,4,34,3,24,16
2003-8-22,200308,2003,8,22,5,34,3,24,16
2003-8-23,200308,2003,8,23,6,34,3,24,16
2003-8-24,200308,2003,8,24,7,34,3,24,16
2003-8-25,200308,2003,8,25,1,35,3,24,16
2003-8-26,200308,2003,8,26,2,35,3,24,16
2003-8-27,200308,2003,8,27,3,35,3,24,16
2003-8-28,200308,2003,8,28,4,35,3,24,16
2003-8-29,200308,2003,8,29,5,35,3,24,16
2003-8-30,200308,2003,8,30,6,35,3,24,16
2003-8-31,200308,2003,8,31,7,35,3,24,16
2003-9-1,200309,2003,9,1,1,36,3,25,17
2003-9-2,200309,2003,9,2,2,36,3,25,17
2003-9-3,200309,2003,9,3,3,36,3,25,17
2003-9-4,200309,2003,9,4,4,36,3,25,17
2003-9-5,200309,2003,9,5,5,36,3,25,17
2003-9-6,200309,2003,9,6,6,36,3,25,17
2003-9-7,200309,2003,9,7,7,36,3,25,17
2003-9-8,200309,2003,9,8,1,37,3,25,17
2003-9-9,200309,2003,9,9,2,37,3,25,17
2003-9-10,200309,2003,9,10,3,37,3,25,17
2003-9-11,200309,2003,9,11,4,37,3,26,17
2003-9-12,200309,2003,9,12,5,37,3,26,17
2003-9-13,200309,2003,9,13,6,37,3,26,17
2003-9-14,200309,2003,9,14,7,37,3,26,17
2003-9-15,200309,2003,9,15,1,38,3,26,17
2003-9-16,200309,2003,9,16,2,38,3,26,18
2003-9-17,200309,2003,9,17,3,38,3,26,18
2003-9-18,200309,2003,9,18,4,38,3,26,18
2003-9-19,200309,2003,9,19,5,38,3,26,18
2003-9-20,200309,2003,9,20,6,38,3,26,18
2003-9-21,200309,2003,9,21,7,38,3,27,18
2003-9-22,200309,2003,9,22,1,39,3,27,18
2003-9-23,200309,2003,9,23,2,39,3,27,18
2003-9-24,200309,2003,9,24,3,39,3,27,18
2003-9-25,200309,2003,9,25,4,39,3,27,18
2003-9-26,200309,2003,9,26,5,39,3,27,18
2003-9-27,200309,2003,9,27,6,39,3,27,18
2003-9-28,200309,2003,9,28,7,39,3,27,18
2003-9-29,200309,2003,9,29,1,40,3,27,18
2003-9-30,200309,2003,9,30,2,40,3,27,18
2003-10-1,200310,2003,10,1,3,40,4,28,19
2003-10-2,200310,2003,10,2,4,40,4,28,19
2003-10-3,200310,2003,10,3,5,40,4,28,19
2003-10-4,200310,2003,10,4,6,40,4,28,19
2003-10-5,200310,2003,10,5,7,40,4,28,19
2003-10-6,200310,2003,10,6,1,41,4,28,19
2003-10-7,200310,2003,10,7,2,41,4,28,19
2003-10-8,200310,2003,10,8,3,41,4,28,19
2003-10-9,200310,2003,10,9,4,41,4,28,19
2003-10-10,200310,2003,10,10,5,41,4,28,19
2003-10-11,200310,2003,10,11,6,41,4,29,19
2003-10-12,200310,2003,10,12,7,41,4,29,19
2003-10-13,200310,2003,10,13,1,42,4,29,19
2003-10-14,200310,2003,10,14,2,42,4,29,19
2003-10-15,200310,2003,10,15,3,42,4,29,19
2003-10-16,200310,2003,10,16,4,42,4,29,20
2003-10-17,200310,2003,10,17,5,42,4,29,20
2003-10-18,200310,2003,10,18,6,42,4,29,20
2003-10-19,200310,2003,10,19,7,42,4,29,20
2003-10-20,200310,2003,10,20,1,43,4,29,20
2003-10-21,200310,2003,10,21,2,43,4,30,20
2003-10-22,200310,2003,10,22,3,43,4,30,20
2003-10-23,200310,2003,10,23,4,43,4,30,20
2003-10-24,200310,2003,10,24,5,43,4,30,20
2003-10-25,200310,2003,10,25,6,43,4,30,20
2003-10-26,200310,2003,10,26,7,43,4,30,20
2003-10-27,200310,2003,10,27,1,44,4,30,20
2003-10-28,200310,2003,10,28,2,44,4,30,20
2003-10-29,200310,2003,10,29,3,44,4,30,20
2003-10-30,200310,2003,10,30,4,44,4,30,20
2003-10-31,200310,2003,10,31,5,44,4,30,20
2003-11-1,200311,2003,11,1,6,44,4,31,21
2003-11-2,200311,2003,11,2,7,44,4,31,21
2003-11-3,200311,2003,11,3,1,45,4,31,21
2003-11-4,200311,2003,11,4,2,45,4,31,21
2003-11-5,200311,2003,11,5,3,45,4,31,21
2003-11-6,200311,2003,11,6,4,45,4,31,21
2003-11-7,200311,2003,11,7,5,45,4,31,21
2003-11-8,200311,2003,11,8,6,45,4,31,21
2003-11-9,200311,2003,11,9,7,45,4,31,21
2003-11-10,200311,2003,11,10,1,46,4,31,21
2003-11-11,200311,2003,11,11,2,46,4,32,21
2003-11-12,200311,2003,11,12,3,46,4,32,21
2003-11-13,200311,2003,11,13,4,46,4,32,21
2003-11-14,200311,2003,11,14,5,46,4,32,21
2003-11-15,200311,2003,11,15,6,46,4,32,21
2003-11-16,200311,2003,11,16,7,46,4,32,22
2003-11-17,200311,2003,11,17,1,47,4,32,22
2003-11-18,200311,2003,11,18,2,47,4,32,22
2003-11-19,200311,2003,11,19,3,47,4,32,22
2003-11-20,200311,2003,11,20,4,47,4,32,22
2003-11-21,200311,2003,11,21,5,47,4,33,22
2003-11-22,200311,2003,11,22,6,47,4,33,22
2003-11-23,200311,2003,11,23,7,47,4,33,22
2003-11-24,200311,2003,11,24,1,48,4,33,22
2003-11-25,200311,2003,11,25,2,48,4,33,22
2003-11-26,200311,2003,11,26,3,48,4,33,22
2003-11-27,200311,2003,11,27,4,48,4,33,22
2003-11-28,200311,2003,11,28,5,48,4,33,22
2003-11-29,200311,2003,11,29,6,48,4,33,22
2003-11-30,200311,2003,11,30,7,48,4,33,22
2003-12-1,200312,2003,12,1,1,49,4,34,23
2003-12-2,200312,2003,12,2,2,49,4,34,23
2003-12-3,200312,2003,12,3,3,49,4,34,23
2003-12-4,200312,2003,12,4,4,49,4,34,23
2003-12-5,200312,2003,12,5,5,49,4,34,23
2003-12-6,200312,2003,12,6,6,49,4,34,23
2003-12-7,200312,2003,12,7,7,49,4,34,23
2003-12-8,200312,2003,12,8,1,50,4,34,23
2003-12-9,200312,2003,12,9,2,50,4,34,23
2003-12-10,200312,2003,12,10,3,50,4,34,23
2003-12-11,200312,2003,12,11,4,50,4,35,23
2003-12-12,200312,2003,12,12,5,50,4,35,23
2003-12-13,200312,2003,12,13,6,50,4,35,23
2003-12-14,200312,2003,12,14,7,50,4,35,23
2003-12-15,200312,2003,12,15,1,51,4,35,23
2003-12-16,200312,2003,12,16,2,51,4,35,24
2003-12-17,200312,2003,12,17,3,51,4,35,24
2003-12-18,200312,2003,12,18,4,51,4,35,24
2003-12-19,200312,2003,12,19,5,51,4,35,24
2003-12-20,200312,2003,12,20,6,51,4,35,24
2003-12-21,200312,2003,12,21,7,51,4,36,24
2003-12-22,200312,2003,12,22,1,52,4,36,24
2003-12-23,200312,2003,12,23,2,52,4,36,24
2003-12-24,200312,2003,12,24,3,52,4,36,24
2003-12-25,200312,2003,12,25,4,52,4,36,24
2003-12-26,200312,2003,12,26,5,52,4,36,24
2003-12-27,200312,2003,12,27,6,52,4,36,24
2003-12-28,200312,2003,12,28,7,52,4,36,24
2003-12-29,200312,2003,12,29,1,53,4,36,24
2003-12-30,200312,2003,12,30,2,53,4,36,24
2003-12-31,200312,2003,12,31,3,53,4,36,24
2004-1-1,200401,2004,1,1,4,1,1,1,1
2004-1-2,200401,2004,1,2,5,1,1,1,1
2004-1-3,200401,2004,1,3,6,1,1,1,1
2004-1-4,200401,2004,1,4,7,1,1,1,1
2004-1-5,200401,2004,1,5,1,2,1,1,1
2004-1-6,200401,2004,1,6,2,2,1,1,1
2004-1-7,200401,2004,1,7,3,2,1,1,1
2004-1-8,200401,2004,1,8,4,2,1,1,1
2004-1-9,200401,2004,1,9,5,2,1,1,1
2004-1-10,200401,2004,1,10,6,2,1,1,1
2004-1-11,200401,2004,1,11,7,2,1,2,1
2004-1-12,200401,2004,1,12,1,3,1,2,1
2004-1-13,200401,2004,1,13,2,3,1,2,1
2004-1-14,200401,2004,1,14,3,3,1,2,1
2004-1-15,200401,2004,1,15,4,3,1,2,1
2004-1-16,200401,2004,1,16,5,3,1,2,2
2004-1-17,200401,2004,1,17,6,3,1,2,2
2004-1-18,200401,2004,1,18,7,3,1,2,2
2004-1-19,200401,2004,1,19,1,4,1,2,2
2004-1-20,200401,2004,1,20,2,4,1,2,2
2004-1-21,200401,2004,1,21,3,4,1,3,2
2004-1-22,200401,2004,1,22,4,4,1,3,2
2004-1-23,200401,2004,1,23,5,4,1,3,2
2004-1-24,200401,2004,1,24,6,4,1,3,2
2004-1-25,200401,2004,1,25,7,4,1,3,2
2004-1-26,200401,2004,1,26,1,5,1,3,2
2004-1-27,200401,2004,1,27,2,5,1,3,2
2004-1-28,200401,2004,1,28,3,5,1,3,2
2004-1-29,200401,2004,1,29,4,5,1,3,2
2004-1-30,200401,2004,1,30,5,5,1,3,2
2004-1-31,200401,2004,1,31,6,5,1,3,2
2004-2-1,200402,2004,2,1,7,5,1,4,3
2004-2-2,200402,2004,2,2,1,6,1,4,3
2004-2-3,200402,2004,2,3,2,6,1,4,3
2004-2-4,200402,2004,2,4,3,6,1,4,3
2004-2-5,200402,2004,2,5,4,6,1,4,3
2004-2-6,200402,2004,2,6,5,6,1,4,3
2004-2-7,200402,2004,2,7,6,6,1,4,3
2004-2-8,200402,2004,2,8,7,6,1,4,3
2004-2-9,200402,2004,2,9,1,7,1,4,3
2004-2-10,200402,2004,2,10,2,7,1,4,3
2004-2-11,200402,2004,2,11,3,7,1,5,3
2004-2-12,200402,2004,2,12,4,7,1,5,3
2004-2-13,200402,2004,2,13,5,7,1,5,3
2004-2-14,200402,2004,2,14,6,7,1,5,3
2004-2-15,200402,2004,2,15,7,7,1,5,3
2004-2-16,200402,2004,2,16,1,8,1,5,4
2004-2-17,200402,2004,2,17,2,8,1,5,4
2004-2-18,200402,2004,2,18,3,8,1,5,4
2004-2-19,200402,2004,2,19,4,8,1,5,4
2004-2-20,200402,2004,2,20,5,8,1,5,4
2004-2-21,200402,2004,2,21,6,8,1,6,4
2004-2-22,200402,2004,2,22,7,8,1,6,4
2004-2-23,200402,2004,2,23,1,9,1,6,4
2004-2-24,200402,2004,2,24,2,9,1,6,4
2004-2-25,200402,2004,2,25,3,9,1,6,4
2004-2-26,200402,2004,2,26,4,9,1,6,4
2004-2-27,200402,2004,2,27,5,9,1,6,4
2004-2-28,200402,2004,2,28,6,9,1,6,4
2004-2-29,200402,2004,2,29,7,9,1,6,4
2004-3-1,200403,2004,3,1,1,10,1,7,5
2004-3-2,200403,2004,3,2,2,10,1,7,5
2004-3-3,200403,2004,3,3,3,10,1,7,5
2004-3-4,200403,2004,3,4,4,10,1,7,5
2004-3-5,200403,2004,3,5,5,10,1,7,5
2004-3-6,200403,2004,3,6,6,10,1,7,5
2004-3-7,200403,2004,3,7,7,10,1,7,5
2004-3-8,200403,2004,3,8,1,11,1,7,5
2004-3-9,200403,2004,3,9,2,11,1,7,5
2004-3-10,200403,2004,3,10,3,11,1,7,5
2004-3-11,200403,2004,3,11,4,11,1,8,5
2004-3-12,200403,2004,3,12,5,11,1,8,5
2004-3-13,200403,2004,3,13,6,11,1,8,5
2004-3-14,200403,2004,3,14,7,11,1,8,5
2004-3-15,200403,2004,3,15,1,12,1,8,5
2004-3-16,200403,2004,3,16,2,12,1,8,6
2004-3-17,200403,2004,3,17,3,12,1,8,6
2004-3-18,200403,2004,3,18,4,12,1,8,6
2004-3-19,200403,2004,3,19,5,12,1,8,6
2004-3-20,200403,2004,3,20,6,12,1,8,6
2004-3-21,200403,2004,3,21,7,12,1,9,6
2004-3-22,200403,2004,3,22,1,13,1,9,6
2004-3-23,200403,2004,3,23,2,13,1,9,6
2004-3-24,200403,2004,3,24,3,13,1,9,6
2004-3-25,200403,2004,3,25,4,13,1,9,6
2004-3-26,200403,2004,3,26,5,13,1,9,6
2004-3-27,200403,2004,3,27,6,13,1,9,6
2004-3-28,200403,2004,3,28,7,13,1,9,6
2004-3-29,200403,2004,3,29,1,14,1,9,6
2004-3-30,200403,2004,3,30,2,14,1,9,6
2004-3-31,200403,2004,3,31,3,14,1,9,6
2004-4-1,200404,2004,4,1,4,14,2,10,7
2004-4-2,200404,2004,4,2,5,14,2,10,7
2004-4-3,200404,2004,4,3,6,14,2,10,7
2004-4-4,200404,2004,4,4,7,14,2,10,7
2004-4-5,200404,2004,4,5,1,15,2,10,7
2004-4-6,200404,2004,4,6,2,15,2,10,7
2004-4-7,200404,2004,4,7,3,15,2,10,7
2004-4-8,200404,2004,4,8,4,15,2,10,7
2004-4-9,200404,2004,4,9,5,15,2,10,7
2004-4-10,200404,2004,4,10,6,15,2,10,7
2004-4-11,200404,2004,4,11,7,15,2,11,7
2004-4-12,200404,2004,4,12,1,16,2,11,7
2004-4-13,200404,2004,4,13,2,16,2,11,7
2004-4-14,200404,2004,4,14,3,16,2,11,7
2004-4-15,200404,2004,4,15,4,16,2,11,7
2004-4-16,200404,2004,4,16,5,16,2,11,8
2004-4-17,200404,2004,4,17,6,16,2,11,8
2004-4-18,200404,2004,4,18,7,16,2,11,8
2004-4-19,200404,2004,4,19,1,17,2,11,8
2004-4-20,200404,2004,4,20,2,17,2,11,8
2004-4-21,200404,2004,4,21,3,17,2,12,8
2004-4-22,200404,2004,4,22,4,17,2,12,8
2004-4-23,200404,2004,4,23,5,17,2,12,8
2004-4-24,200404,2004,4,24,6,17,2,12,8
2004-4-25,200404,2004,4,25,7,17,2,12,8
2004-4-26,200404,2004,4,26,1,18,2,12,8
2004-4-27,200404,2004,4,27,2,18,2,12,8
2004-4-28,200404,2004,4,28,3,18,2,12,8
2004-4-29,200404,2004,4,29,4,18,2,12,8
2004-4-30,200404,2004,4,30,5,18,2,12,8
2004-5-1,200405,2004,5,1,6,18,2,13,9
2004-5-2,200405,2004,5,2,7,18,2,13,9
2004-5-3,200405,2004,5,3,1,19,2,13,9
2004-5-4,200405,2004,5,4,2,19,2,13,9
2004-5-5,200405,2004,5,5,3,19,2,13,9
2004-5-6,200405,2004,5,6,4,19,2,13,9
2004-5-7,200405,2004,5,7,5,19,2,13,9
2004-5-8,200405,2004,5,8,6,19,2,13,9
2004-5-9,200405,2004,5,9,7,19,2,13,9
2004-5-10,200405,2004,5,10,1,20,2,13,9
2004-5-11,200405,2004,5,11,2,20,2,14,9
2004-5-12,200405,2004,5,12,3,20,2,14,9
2004-5-13,200405,2004,5,13,4,20,2,14,9
2004-5-14,200405,2004,5,14,5,20,2,14,9
2004-5-15,200405,2004,5,15,6,20,2,14,9
2004-5-16,200405,2004,5,16,7,20,2,14,10
2004-5-17,200405,2004,5,17,1,21,2,14,10
2004-5-18,200405,2004,5,18,2,21,2,14,10
2004-5-19,200405,2004,5,19,3,21,2,14,10
2004-5-20,200405,2004,5,20,4,21,2,14,10
2004-5-21,200405,2004,5,21,5,21,2,15,10
2004-5-22,200405,2004,5,22,6,21,2,15,10
2004-5-23,200405,2004,5,23,7,21,2,15,10
2004-5-24,200405,2004,5,24,1,22,2,15,10
2004-5-25,200405,2004,5,25,2,22,2,15,10
2004-5-26,200405,2004,5,26,3,22,2,15,10
2004-5-27,200405,2004,5,27,4,22,2,15,10
2004-5-28,200405,2004,5,28,5,22,2,15,10
2004-5-29,200405,2004,5,29,6,22,2,15,10
2004-5-30,200405,2004,5,30,7,22,2,15,10
2004-5-31,200405,2004,5,31,1,23,2,15,10
2004-6-1,200406,2004,6,1,2,23,2,16,11
